Systematic ID	Name	FYPOviability	DeletionLibrary_essentiality	YES0	YES1	YES2	YES3	YES4
SPAC2E1P3.04	cao1	viable	V	0.001	0.0	0.0	0.0	0.0
SPAC2E1P5.01c	mns1	viable	V	0.012	0.098	0.155	0.173	0.176
SPAC2E1P5.03	erj5	viable	V	0.002	0.0	0.0	0.0	0.0
SPAC2E1P5.04c	cwg2	inviable	E	0.001	0.879	3.913	5.577	5.983
SPAC2E1P5.05	rrp9	inviable	E	0.098	2.436	4.992	5.961	6.184
SPAC2F3.01	imt1	viable	V	0.0	0.0	0.0	0.0	0.0
SPAC2F3.02	sec67	viable	V	0.008	0.208	0.579	0.824	0.914
SPAC2F3.03c	rpa49	inviable	E	0.067	1.03	3.095	5.055	6.101
SPAC2F3.04c	rim1	inviable	E	0.0	0.0	0.058	1.037	2.022
SPAC2F3.05c	SPAC2F3.05c	viable	V	0.001	0.01	0.016	0.018	0.019
SPAC2F3.06c	kap104	condition-dependent	E	0.09	0.717	1.971	3.407	4.404
SPAC2F3.07c	SPAC2F3.07c	viable	V	-0.005	-0.001	-0.0	-0.0	-0.0
SPAC2F3.08	sut1	viable	V	-0.001	-0.003	-0.006	-0.009	-0.011
SPAC2F3.09	hem1	condition-dependent	E	0.037	1.384	3.923	5.467	5.979
SPAC2F3.10	vps54	inviable	E	0.048	0.553	1.858	3.627	4.995
SPAC2F3.11	ppx1	viable	V	-0.006	-0.001	-0.0	-0.0	-0.0
SPAC2F3.13c	qtr2	viable	V	0.028	0.087	0.167	0.25	0.311
SPAC2F3.14c	saf2	inviable	E	0.076	1.052	2.89	4.449	5.212
SPAC2F3.15	lsk1	viable	V	0.046	0.146	0.279	0.418	0.52
SPAC2F3.16	SPAC2F3.16	viable	V	-0.001	-0.0	-0.0	-0.0	-0.0
SPAC2F3.17c	lsm6	inviable	E	0.152	1.538	3.703	5.36	6.126
SPAC2F3.18c	SPAC2F3.18c	viable	V	0.005	0.0	0.0	0.0	0.0
SPAC2F7.02c	psr1	viable	V	0.003	0.0	0.0	0.0	0.0
SPAC2F7.03c	pom1	viable	V	0.056	0.595	0.986	1.112	1.139
SPAC2F7.04	med1	viable	V	-0.001	-0.0	-0.0	-0.0	-0.0
SPAC2F7.05c	tif5	inviable	E	0.276	3.21	5.429	6.149	6.303
SPAC2F7.06c	pol4	viable	V	-0.005	-0.0	-0.0	-0.0	-0.0
SPAC2F7.07c	cph2	viable	V	0.001	0.357	1.155	1.527	1.613
SPAC2F7.08c	snf5	viable	V	0.041	0.239	0.57	0.918	1.15
SPAC2F7.09c	gep3	viable	V	0.027	0.089	0.171	0.254	0.314
SPAC2F7.10	akr1	viable	V	0.025	0.08	0.153	0.229	0.285
SPAC2F7.11	nrd1	viable	V	0.014	0.2	0.356	0.408	0.419
SPAC2F7.13c	wrs1	inviable	E	0.249	2.744	4.588	5.182	5.309
SPAC2F7.15	rsm24	inviable	E	0.014	0.404	1.99	4.575	6.663
SPAC2F7.16c	pld1	viable	Not_determined	-0.0	-0.0	-0.0	-0.0	-0.0
SPAC2F7.17	mrf1	viable	V	0.034	0.172	0.39	0.621	0.78
SPAC2G11.02	urb2	inviable	E	0.153	1.499	3.636	5.327	6.135
SPAC2G11.03c	vps45	viable	V	0.006	0.145	0.642	1.41	2.023
SPAC2G11.04	rbm17	viable	V	0.001	0.0	0.0	0.0	0.0
SPAC2G11.05c	alx1	viable	V	0.027	0.224	0.352	0.393	0.401
SPAC2G11.06	vps4	viable	V	0.049	0.479	1.512	2.869	3.912
SPAC2G11.07c	ptc3	viable	V	0.013	0.11	0.173	0.193	0.197
SPAC2G11.09	SPAC2G11.09	viable	V	-0.001	-0.0	-0.0	-0.0	-0.0
SPAC2G11.10c	uba42	viable	V	0.086	0.413	0.936	1.506	1.913
SPAC2G11.11c	prh1	inviable	E	0.194	1.63	3.74	5.36	6.13
SPAC2G11.12	rqh1	viable	V	0.0	0.106	1.195	2.252	2.589
SPAC2G11.13	atg22	viable	V	-0.003	-0.0	-0.0	-0.0	-0.0
SPAC2G11.14	taf1	inviable	E	0.153	1.693	3.623	4.731	5.124
SPAC2G11.15c	tgs1	viable	Not_determined	0.0	0.0	0.003	0.283	0.984
SPAC2H10.01	SPAC2H10.01	viable	V	0.014	0.12	0.19	0.212	0.216
SPAC2H10.02c	nas2	viable	V	0.006	0.0	0.0	0.0	0.0
SPAC2H10.04	SPAC2H10.04	unknown	Not_determined	0.005	0.0	0.0	0.0	0.0
SPAC30.01c	sec72	viable	V	-0.001	-0.0	-0.0	-0.0	-0.0
SPAC30.02c	kti12	viable	V	0.116	0.804	1.998	3.212	3.979
SPAC30.03c	tsn1	viable	V	0.013	0.107	0.169	0.188	0.192
SPAC30.04c	abc4	viable	V	0.005	0.0	0.0	0.0	0.0
SPAC30C2.02	mmd1	viable	V	0.0	0.42	1.847	2.626	2.815
SPAC30C2.03	SPAC30C2.03	inviable	E	0.0	0.002	0.307	2.454	5.073
SPAC30C2.04	asc1	viable	V	0.0	0.023	0.769	2.051	2.58
SPAC30C2.05	erv14	viable	V	0.004	0.0	0.0	0.0	0.0
SPAC30C2.06c	dml1	viable	V	0.013	1.555	4.299	5.472	5.741
SPAC30C2.07	fnp1	viable	V	0.006	0.001	0.0	0.0	0.0
SPAC30C2.08	SPAC30C2.08	viable	V	0.021	0.102	0.194	0.261	0.293
SPAC30D11.01c	gto2	viable	V	-0.001	-0.0	-0.0	-0.0	-0.0
SPAC30D11.02c	SPAC30D11.02c	viable	V	-0.003	-0.0	-0.0	-0.0	-0.0
SPAC30D11.03	ddx27	inviable	E	0.091	1.982	4.207	5.157	5.401
SPAC30D11.04c	nup124	viable	V	0.01	0.532	1.248	1.528	1.59
SPAC30D11.05	aps3	viable	V	0.0	0.0	0.06	0.432	0.64
SPAC30D11.06c	hfl1	viable	V	-0.001	-0.0	-0.0	-0.0	-0.0
SPAC30D11.07	nth1	viable	V	0.037	0.116	0.222	0.333	0.414
SPAC30D11.09	cwf19	viable	V	0.052	0.197	0.408	0.637	0.806
SPAC30D11.10	rad52	viable	V	0.004	0.666	2.546	3.778	4.168
SPAC30D11.11	izh3	viable	V	-0.03	-0.004	-0.0	-0.0	-0.0
SPAC30D11.13	hus5	condition-dependent	V	0.004	0.225	1.388	3.41	5.004
SPAC30D11.14c	SPAC30D11.14c	viable	V	0.062	0.195	0.373	0.558	0.695
SPAC31A2.02	trm112	viable	V	0.324	1.035	1.983	2.974	3.705
SPAC31A2.03	mrp11	inviable	E	0.001	0.17	1.421	3.713	5.398
SPAC31A2.04c	pre1	inviable	E	0.087	1.368	3.819	5.838	6.786
SPAC31A2.05c	mis4	inviable	E	0.015	0.499	2.174	4.33	5.719
SPAC31A2.06	atp25	viable	V	0.0	0.051	0.5	1.511	2.399
SPAC31A2.07c	dbp10	inviable	E	0.273	3.131	5.28	5.977	6.126
SPAC31A2.08	mrp20	inviable	E	0.004	0.243	1.468	3.6	5.3
SPAC31A2.09c	apm4	viable	V	0.022	0.069	0.132	0.198	0.246
SPAC31A2.10	SPAC31A2.10	viable	V	-0.001	-0.0	-0.0	-0.0	-0.0
SPAC31A2.11c	cuf1	viable	V	0.052	0.359	0.97	1.715	2.28
SPAC31A2.12	rod1	viable	V	0.023	0.193	0.305	0.34	0.347
SPAC31A2.13c	sft1	viable	V	0.091	1.741	4.293	5.831	6.37
SPAC31A2.14	bun107	viable	V	0.013	0.105	0.166	0.185	0.189
SPAC31A2.15c	dcc1	viable	V	0.002	0.111	0.408	0.64	0.73
SPAC31A2.16	gef2	viable	V	0.0	0.041	0.451	0.798	0.894
SPAC31F12.01	zds1	viable	V	0.006	0.02	0.038	0.057	0.07
SPAC31G5.01	sap49	inviable	E	0.041	1.635	3.604	4.348	4.513
SPAC31G5.02	rot1	inviable	E	0.294	1.4	3.127	4.959	6.237
SPAC31G5.03	rps1101	viable	V	0.16	1.578	3.62	5.056	5.673
SPAC31G5.04	lys12	viable	V	0.003	0.078	0.164	0.198	0.206
SPAC31G5.05c	rpe1	inviable	E	0.045	0.904	3.05	5.263	6.497
SPAC31G5.06	rrg8	inviable	E	0.0	0.0	0.024	1.149	3.526
SPAC31G5.07	dni1	viable	V	-0.002	-0.012	-0.021	-0.025	-0.027
SPAC31G5.08	hem4	inviable	E	0.071	0.836	2.587	4.599	5.925
SPAC31G5.09c	spk1	viable	V	-0.004	-0.0	-0.0	-0.0	-0.0
SPAC31G5.10	eta2	viable	V	-0.002	-0.0	-0.0	-0.0	-0.0
SPAC31G5.11	pac2	viable	V	0.1	0.349	0.673	0.99	1.204
SPAC31G5.12c	maf1	viable	V	0.117	0.983	1.55	1.727	1.764
SPAC31G5.13	rpn11	inviable	E	0.107	1.699	4.009	5.387	5.874
SPAC31G5.14	gcv1	viable	V	-0.003	-0.0	-0.0	-0.0	-0.0
SPAC31G5.15	psd3	viable	V	0.0	0.0	0.0	0.0	0.0
SPAC31G5.16c	dpm1	inviable	E	0.06	2.426	5.35	6.454	6.698
SPAC31G5.17c	rps1001	viable	V	0.052	0.583	1.461	2.154	2.48
SPAC31G5.19	abo1	viable	V	0.142	1.077	2.606	3.998	4.78
SPAC323.01c	pos5	condition-dependent	V	0.0	0.029	0.7	2.96	5.181
SPAC323.03c	pex8	viable	V	0.0	0.001	0.001	0.001	0.001
SPAC323.04	SPAC323.04	viable	V	0.007	0.001	0.0	0.0	0.0
SPAC323.05c	mtq2	viable	V	0.009	0.23	1.056	2.358	3.402
SPAC323.06c	uba5	inviable	E	0.002	0.156	1.085	2.872	4.378
SPAC323.07c	SPAC323.07c	viable	V	-0.005	-0.001	-0.0	-0.0	-0.0
SPAC328.01c	msn5	viable	V	0.0	0.001	0.56	2.784	3.826
SPAC328.02	dbl4	viable	V	0.116	0.835	2.186	3.684	4.709
SPAC328.03	tps1	viable	V	0.025	0.214	0.338	0.376	0.384
SPAC328.04	spg4	viable	V	0.002	0.0	0.0	0.0	0.0
SPAC328.05	hrb1	viable	V	0.008	0.001	0.0	0.0	0.0
SPAC328.06	ubp2	viable	V	0.0	0.008	0.204	0.439	0.512
SPAC328.07c	bsd1	viable	V	0.016	0.132	0.209	0.232	0.237
SPAC328.09	odc1	viable	V	0.003	0.0	0.0	0.0	0.0
SPAC328.10c	rps502	viable	V	0.005	0.747	2.222	2.879	3.03
SPAC32A11.01	mug8	viable	V	-0.008	-0.001	-0.0	-0.0	-0.0
SPAC32A11.02c	SPAC32A11.02c	viable	V	0.0	0.02	0.298	0.569	0.646
SPAC32A11.03c	phx1	viable	V	0.054	0.454	0.716	0.798	0.815
SPAC32A11.04c	tif212	inviable	E	0.327	3.28	5.373	6.04	6.182
SPAC343.01c	erg8	inviable	E	0.032	1.254	3.884	5.723	6.409
SPAC343.02	img1	inviable	E	0.046	0.271	0.515	0.664	0.724
SPAC343.04c	gid7	viable	V	-0.004	-0.001	-0.0	-0.0	-0.0
SPAC343.05	vma1	condition-dependent	E	0.007	0.695	2.229	3.094	3.345
SPAC343.06c	pls1	viable	V	-0.003	-0.0	-0.0	-0.0	-0.0
SPAC343.07	mug28	viable	V	0.018	0.149	0.234	0.261	0.267
SPAC343.08c	mrp17	inviable	E	0.003	0.281	1.3	2.31	2.777
SPAC343.09	ubx3	viable	V	0.003	0.255	0.668	0.839	0.878
SPAC343.10	met11	viable	V	-0.003	-0.0	-0.0	-0.0	-0.0
SPAC343.11c	msc1	viable	V	-0.001	-0.0	-0.0	-0.0	-0.0
SPAC343.12	rds1	viable	V	0.001	0.0	0.0	0.0	0.0
SPAC343.13	gta2	inviable	E	0.0	0.0	0.162	1.788	3.997
SPAC343.14c	tif222	inviable	E	0.157	2.86	5.327	6.174	6.357
SPAC343.15	tit1	viable	V	0.017	0.186	0.611	1.18	1.619
SPAC343.16	lys2	viable	V	0.0	0.009	0.143	0.406	0.568
SPAC343.17c	wdr70	condition-dependent	E	0.002	0.109	0.64	1.581	2.357
SPAC343.19	lsb6	viable	V	-0.001	-0.0	-0.0	-0.0	-0.0
SPAC343.21	SPAC343.21	viable	Not_determined	0.01	0.001	0.0	0.0	0.0
SPAC3A11.02	cps3	viable	V	0.012	0.098	0.154	0.172	0.176
SPAC3A11.03	efm3	viable	V	-0.02	-0.168	-0.266	-0.296	-0.302
SPAC3A11.04	sei1	viable	V	-0.002	-0.0	-0.0	-0.0	-0.0
SPAC3A11.06	mvp1	viable	V	-0.001	-0.0	-0.0	-0.0	-0.0
SPAC3A11.07	nde1	viable	V	0.023	0.08	0.154	0.227	0.277
SPAC3A11.08	cul4	condition-dependent	E	0.079	0.694	2.079	3.855	5.213
SPAC3A11.09	sod22	viable	V	0.016	0.067	0.146	0.235	0.301
SPAC3A11.10c	dpe1	viable	V	0.017	0.139	0.22	0.245	0.25
SPAC3A11.11c	SPAC3A11.11c	viable	V	-0.015	-0.001	-0.0	-0.0	-0.0
SPAC3A11.12c	rpt5	inviable	E	0.45	3.774	5.951	6.63	6.774
SPAC3A11.13	pfd6	viable	V	0.0	0.042	0.506	1.378	1.947
SPAC3A11.14c	pkl1	viable	V	0.019	0.061	0.117	0.176	0.219
SPAC3A12.02	ceo2	inviable	E	0.0	0.003	0.379	2.29	4.028
SPAC3A12.03c	meu34	viable	V	0.002	0.007	0.013	0.019	0.024
SPAC3A12.04c	rpp1	inviable	E	0.031	1.534	4.323	5.868	6.332
SPAC3A12.05c	taf2	inviable	E	0.0	0.625	3.459	5.33	5.842
SPAC3A12.06c	SPAC3A12.06c	viable	V	-0.001	-0.0	-0.0	-0.0	-0.0
SPAC3A12.07	rpb11	inviable	E	0.111	1.551	4.029	5.909	6.739
SPAC3A12.08	SPAC3A12.08	viable	V	-0.009	-0.001	-0.0	-0.0	-0.0
SPAC3A12.10	rpl2001	viable	V	0.136	1.377	3.859	6.426	7.99
SPAC3A12.11c	cwf2	inviable	E	0.03	2.008	4.93	6.101	6.365
SPAC3A12.12	atp11	viable	V	0.0	0.002	0.256	0.856	1.088
SPAC3A12.13c	tif310	viable	V	0.38	1.406	2.885	4.477	5.656
SPAC3A12.14	cam1	inviable	E	0.046	1.572	4.695	6.833	7.624
SPAC3A12.15	vps53	inviable	E	0.027	0.606	2.219	4.036	5.119
SPAC3A12.16c	tim17	inviable	E	0.052	2.67	6.215	7.594	7.902
SPAC3A12.17c	cys12	viable	V	-0.05	-0.007	-0.0	-0.0	-0.0
SPAC3A12.18	zwf1	condition-dependent	E	0.024	1.347	4.017	5.582	6.07
SPAC3C7.01c	sac12	viable	V	0.0	0.0	0.0	0.0	0.0
SPAC3C7.02c	pil2	viable	V	-0.002	-0.0	-0.0	-0.0	-0.0
SPAC3C7.03c	rad55	viable	V	0.048	0.409	1.21	2.234	3.015
SPAC3C7.04	SPAC3C7.04	viable	V	0.015	0.21	0.526	0.751	0.846
SPAC3C7.05c	mug191	viable	V	-0.004	-0.0	-0.0	-0.0	-0.0
SPAC3C7.06c	pit1	viable	V	-0.001	-0.0	-0.0	-0.0	-0.0
SPAC3C7.07c	ate1	viable	V	0.002	0.011	0.021	0.028	0.031
SPAC3C7.08c	elf1	viable	V	0.072	0.849	2.404	3.917	4.772
SPAC3C7.09	set8	viable	V	-0.0	-0.0	-0.0	-0.0	-0.0
SPAC3C7.10	pex13	viable	V	-0.001	-0.0	-0.0	-0.0	-0.0
SPAC3C7.11c	cnx1	inviable	E	0.0	0.131	1.778	4.355	5.656
SPAC3C7.12	tip1	viable	V	0.026	0.214	0.338	0.376	0.384
SPAC3C7.13c	SPAC3C7.13c	viable	V	-0.001	-0.0	-0.0	-0.0	-0.0
SPAC3C7.14c	obr1	viable	V	0.033	0.106	0.203	0.304	0.378
SPAC3F10.02c	trk1	viable	V	0.0	0.0	0.002	0.184	0.627
SPAC3F10.03	grs1	inviable	E	0.277	3.235	5.496	6.237	6.397
SPAC3F10.04	gsa1	condition-dependent	V	0.03	0.094	0.18	0.269	0.335
SPAC3F10.05c	mug113	viable	V	0.014	0.118	0.186	0.207	0.211
SPAC3F10.06c	rit1	viable	V	-0.003	-0.0	-0.0	-0.0	-0.0
SPAC3F10.07c	erf4	viable	Not_determined	0.036	0.113	0.215	0.322	0.401
SPAC3F10.08c	faf1	inviable	E	0.074	2.127	4.663	5.713	5.971
SPAC3F10.09	his6	viable	V	-0.0	-0.0	-0.0	-0.0	-0.0
SPAC3F10.10c	map3	viable	V	0.014	0.066	0.127	0.172	0.195
SPAC3F10.11c	abc2	viable	V	0.0	0.0	0.077	0.399	0.553
SPAC3F10.12c	SPAC3F10.12c	viable	V	0.007	0.001	0.0	0.0	0.0
SPAC3F10.13	ucp6	viable	V	-0.03	-0.004	-0.0	-0.0	-0.0
SPAC3F10.16c	SPAC3F10.16c	viable	V	0.105	1.707	4.091	5.544	6.066
SPAC3F10.17	ltv1	viable	V	0.227	1.967	4.253	5.775	6.406
SPAC3F10.19	spd2	viable	Not_determined	0.014	0.002	0.0	0.0	0.0
SPAC3G6.01	hrp3	viable	V	0.012	0.451	0.975	1.17	1.214
SPAC3G6.03c	ifs1	viable	V	-0.006	-0.001	-0.0	-0.0	-0.0
SPAC3G6.04	rnp24	viable	V	0.0	0.001	0.002	0.002	0.002
SPAC3G6.05	SPAC3G6.05	viable	V	-0.001	-0.0	-0.0	-0.0	-0.0
SPAC3G6.06c	rad2	viable	V	0.0	0.0	0.061	0.565	1.21
SPAC3G6.07	SPAC3G6.07	unknown	Not_determined	-0.003	-0.0	-0.0	-0.0	-0.0
SPAC3G6.09c	tps2	viable	V	0.027	0.223	0.351	0.391	0.4
SPAC3G6.10c	vps51	inviable	E	0.0	0.002	0.328	2.668	5.54
SPAC3G6.11	chl1	viable	V	-0.001	-0.0	-0.0	-0.0	-0.0
SPAC3G6.13c	rpl4101	viable	V	0.029	0.243	0.382	0.426	0.435
SPAC3G9.01	nsk1	viable	V	-0.006	-0.0	-0.0	-0.0	-0.0
SPAC3G9.02	oar2	viable	V	0.0	0.0	0.011	0.546	1.704
SPAC3G9.03	rpl2301	viable	V	0.113	0.423	0.865	1.33	1.666
SPAC3G9.04	ssu72	viable	V	0.0	0.0	0.005	0.269	0.839
SPAC3G9.05	spa2	viable	V	-0.001	-0.0	-0.0	-0.0	-0.0
SPAC3G9.06	frs2	inviable	E	0.393	3.455	5.503	6.145	6.281
SPAC3G9.07c	hos2	viable	V	0.034	0.107	0.204	0.305	0.38
SPAC3G9.08	png1	condition-dependent	V	0.004	0.314	0.789	0.983	1.026
SPAC3G9.09c	tif211	inviable	E	0.283	3.377	5.742	6.512	6.676
SPAC3G9.10c	rrp41	inviable	E	0.406	3.409	5.376	5.989	6.119
SPAC3G9.11c	pdc201	viable	V	0.013	0.11	0.174	0.194	0.198
SPAC3G9.12	peg1	inviable	E	0.011	1.272	3.969	5.384	5.767
SPAC3G9.13c	msw1	inviable	E	0.0	0.004	0.303	1.945	3.806
SPAC3G9.14	sak1	inviable	E	0.025	1.928	4.876	6.077	6.349
SPAC3G9.15c	fcf2	inviable	E	0.334	3.088	5.309	6.145	6.352
SPAC3G9.16c	bet5	inviable	E	0.001	0.821	3.604	5.154	5.54
SPAC3G9.17	ppt2	viable	Not_determined	0.0	0.005	0.249	1.329	2.478
SPAC3H1.01c	orc3	inviable	E	0.003	0.906	3.864	5.744	6.292
SPAC3H1.02c	sdd3	viable	V	-0.001	-0.0	-0.0	-0.0	-0.0
SPAC3H1.03	mug151	viable	V	0.017	0.002	0.0	0.0	0.0
SPAC3H1.04c	mdm31	viable	V	0.0	0.064	0.638	1.32	1.605
SPAC3H1.05	ste24	viable	V	-0.002	-0.0	-0.0	-0.0	-0.0
SPAC3H1.06c	SPAC3H1.06c	viable	V	-0.011	-0.091	-0.143	-0.159	-0.163
SPAC3H1.07	aru1	viable	V	0.058	0.407	0.767	0.964	1.035
SPAC3H1.08c	SPAC3H1.08c	viable	V	-0.001	-0.0	-0.0	-0.0	-0.0
SPAC3H1.10	pcs2	viable	V	-0.001	-0.0	-0.0	-0.0	-0.0
SPAC3H1.11	hsr1	viable	V	-0.002	-0.0	-0.0	-0.0	-0.0
SPAC3H1.12c	snt2	viable	V	0.032	0.107	0.205	0.305	0.376
SPAC3H1.13	ppk13	viable	V	-0.001	-0.0	-0.0	-0.0	-0.0
SPAC3H5.06c	pol1	inviable	E	0.165	2.889	5.334	6.168	6.349
SPAC3H5.07	rpl702	viable	V	0.139	0.847	1.816	2.596	2.998
SPAC3H5.08c	wdr44	viable	V	-0.066	-0.009	-0.0	-0.0	-0.0
SPAC3H5.09c	hob2	viable	V	0.006	0.0	0.0	0.0	0.0
SPAC3H8.02	csr102	viable	V	-0.0	-0.0	-0.0	-0.0	-0.0
SPAC3H8.03	img2	viable	V	0.024	0.198	0.312	0.348	0.355
SPAC3H8.04	SPAC3H8.04	viable	V	0.005	0.039	0.062	0.069	0.071
SPAC3H8.05c	mms1	viable	V	0.0	0.013	0.32	1.348	2.356
SPAC3H8.06	aur1	inviable	E	0.3	2.046	4.404	6.187	7.043
SPAC3H8.08c	SPAC3H8.08c	viable	V	0.005	0.001	0.0	0.0	0.0
SPAC3H8.09c	nab3	viable	V	-0.023	-0.003	-0.0	-0.0	-0.0
SPAC3H8.10	spo20	condition-dependent	V	0.146	1.167	2.716	3.975	4.609
SPAC458.02c	SPAC458.02c	viable	V	-0.003	-0.0	-0.0	-0.0	-0.0
SPAC458.03	tel2	inviable	E	0.015	1.217	3.955	5.614	6.131
SPAC458.04c	dli1	viable	V	-0.0	-0.0	-0.074	-0.373	-0.515
SPAC458.05	pik3	viable	V	0.0	0.035	0.381	1.195	1.919
SPAC458.06	atg1803	viable	V	-0.004	-0.0	-0.0	-0.0	-0.0
SPAC458.07	tfa1	inviable	E	0.001	0.816	3.655	5.216	5.597
SPAC4A8.02c	SPAC4A8.02c	viable	V	-0.005	-0.001	-0.0	-0.0	-0.0
SPAC4A8.03c	ptc4	condition-dependent	V	0.0	0.0	0.0	0.508	2.918
SPAC4A8.04	isp6	viable	V	0.269	2.254	3.554	3.96	4.046
SPAC4A8.05c	myp2	condition-dependent	V	-0.001	-0.0	-0.0	-0.0	-0.0
SPAC4A8.06c	SPAC4A8.06c	viable	V	-0.001	-0.0	-0.0	-0.0	-0.0
SPAC4A8.07c	lcb4	viable	V	0.023	0.003	0.0	0.0	0.0
SPAC4A8.08c	vrs2	inviable	E	0.0	0.005	0.667	3.313	5.145
SPAC4A8.09c	cwf21	viable	V	0.043	0.153	0.297	0.434	0.525
SPAC4A8.10	rog1	viable	V	0.054	0.454	0.716	0.797	0.815
SPAC4A8.11c	fas2	inviable	E	0.098	2.176	4.834	6.071	6.414
SPAC4A8.12c	sds22	inviable	E	0.001	0.466	2.716	4.863	5.727
SPAC4A8.13c	pts1	inviable	E	0.02	1.907	5.042	6.35	6.647
SPAC4A8.14	SPAC4A8.14	viable	V	0.007	0.001	0.0	0.0	0.0
SPAC4A8.15c	cdc3	inviable	E	0.002	0.964	3.719	5.124	5.46
SPAC4A8.16c	tif303	inviable	E	0.221	3.202	5.674	6.499	6.676
SPAC4C5.01	pud1	viable	V	-0.001	-0.0	-0.0	-0.0	-0.0
SPAC4C5.02c	ryh1	condition-dependent	V	0.009	0.297	1.542	3.625	5.319
SPAC4C5.03	SPAC4C5.03	viable	V	0.0	0.0	0.003	0.481	1.909
SPAC4C5.04	rad31	viable	V	0.0	0.008	0.525	2.223	3.399
SPAC4D7.01c	sec71	viable	V	0.0	0.0	0.0	0.0	0.0
SPAC4D7.02c	pgc1	viable	V	-0.003	-0.0	-0.0	-0.0	-0.0
SPAC4D7.03	pop2	viable	V	0.02	0.064	0.122	0.183	0.227
SPAC4D7.04c	rer2	inviable	E	0.004	1.24	4.166	5.554	5.88
SPAC4D7.05	sum1	inviable	E	0.485	4.073	6.423	7.156	7.311
SPAC4D7.07c	csi2	viable	V	0.028	0.239	0.376	0.419	0.429
SPAC4D7.08c	ade4	viable	Not_determined	-0.0	-0.0	-0.0	-0.076	-0.574
SPAC4D7.09	tif223	inviable	E	0.38	3.187	5.025	5.598	5.719
SPAC4D7.10c	spt20	viable	V	0.016	0.131	0.206	0.23	0.235
SPAC4D7.11	dsc4	viable	V	-0.015	-0.125	-0.197	-0.219	-0.224
SPAC4D7.12c	fet5	inviable	E	0.115	2.406	4.617	5.389	5.557
SPAC4D7.13	prp40	inviable	E	0.0	0.006	0.499	2.595	4.429
SPAC4D7.15	gem6	unknown	Not_determined	0.0	0.093	1.306	3.776	5.445
SPAC4F10.02	ape4	viable	V	-0.018	-0.058	-0.11	-0.165	-0.205
SPAC4F10.03c	trm7	inviable	E	0.083	1.681	4.135	5.574	6.064
SPAC4F10.04	ypa1	viable	V	0.057	0.19	0.365	0.541	0.665
SPAC4F10.05c	lip2	viable	V	0.0	0.0	0.0	0.389	2.449
SPAC4F10.06	bud22	viable	V	0.198	1.448	3.323	4.882	5.691
SPAC4F10.07c	atg13	viable	V	0.039	0.327	0.515	0.574	0.586
SPAC4F10.08	mug126	viable	V	-0.01	-0.083	-0.13	-0.145	-0.148
SPAC4F10.09c	noc1	inviable	E	0.213	2.321	4.657	5.831	6.202
SPAC4F10.11	spn1	viable	V	0.023	0.189	0.298	0.332	0.339
SPAC4F10.12	fta1	inviable	E	0.006	0.384	1.863	3.583	4.52
SPAC4F10.13c	mpd2	viable	V	0.0	0.161	0.765	1.107	1.191
SPAC4F10.14c	btf3	viable	V	-0.016	-0.0	-0.0	-0.0	-0.0
SPAC4F10.15c	wsp1	condition-dependent	V	0.004	0.072	0.293	0.618	0.872
SPAC4F10.16c	SPAC4F10.16c	viable	V	0.006	0.001	0.0	0.0	0.0
SPAC4F10.17	SPAC4F10.17	viable	V	0.004	0.0	0.0	0.0	0.0
SPAC4F10.18	nup37	viable	V	-0.032	-0.002	-0.0	-0.0	-0.0
SPAC4F10.20	grx1	viable	V	0.005	0.0	0.0	0.0	0.0
SPAC4F8.01	did4	viable	V	0.022	0.119	0.293	0.496	0.648
SPAC4F8.02c	mrpl40	inviable	E	0.004	0.232	1.471	3.75	5.648
SPAC4F8.03	sdo1	viable	V	0.123	1.215	3.121	4.805	5.694
SPAC4F8.04	rpf1	inviable	E	0.023	1.806	4.607	5.754	6.013
SPAC4F8.05c	mrpl28	inviable	E	0.003	0.189	1.301	3.427	5.215
SPAC4F8.07c	hxk2	condition-dependent	E	0.172	1.714	3.382	4.227	4.498
SPAC4F8.08	mug114	viable	V	0.013	0.112	0.177	0.197	0.201
SPAC4F8.10c	stg1	viable	V	0.026	0.003	0.0	0.0	0.0
SPAC4F8.11	sea2	viable	V	-0.0	-0.0	-0.0	-0.0	-0.0
SPAC4F8.12c	spp42	inviable	E	0.158	2.803	5.19	6.006	6.183
SPAC4F8.13c	rng2	inviable	E	0.014	0.805	2.975	4.746	5.472
SPAC4F8.14c	hcs1	inviable	E	0.008	1.451	4.403	5.729	6.036
SPAC4F8.15	itr1	viable	V	-0.001	-0.0	-0.0	-0.0	-0.0
SPAC4G8.02c	sss1	inviable	E	0.197	1.995	4.181	5.434	5.882
SPAC4G8.03c	puf5	viable	V	0.023	0.169	0.282	0.326	0.338
SPAC4G8.04	SPAC4G8.04	viable	V	-0.002	-0.0	-0.0	-0.0	-0.0
SPAC4G8.05	ppk14	viable	V	-0.001	-0.007	-0.013	-0.018	-0.02
SPAC4G8.06c	trm12	viable	V	-0.001	-0.0	-0.0	-0.0	-0.0
SPAC4G8.07c	trm2	viable	V	0.027	0.085	0.162	0.243	0.301
SPAC4G8.08	mrs4	viable	V	-0.006	-0.0	-0.0	-0.0	-0.0
SPAC4G8.10	gos1	viable	V	0.056	2.244	4.938	5.954	6.18
SPAC4G8.11c	atp10	viable	V	0.01	0.111	0.372	0.726	1.0
SPAC4G8.12c	smp3	inviable	E	0.003	0.717	3.266	5.232	5.923
