gene_systematic_id	gene_name	type	evidence	qualifier	extension	reference	taxon	date
SPAC57A10.10c	sla1	RNA	northern assay evidence used in manual assertion	present	during(GO:0072690)	PMID:14665462	4896	2015-01-12
SPAC57A10.11c	mia40	protein	high throughput evidence used in manual assertion	increased	during(GO:0007127)	PMID:39367033	4896	2024-11-01
SPAC57A10.11c	mia40	protein	high throughput evidence used in manual assertion	increased	during(GO:0006995)	PMID:39705284	4896	2025-04-04
SPAC57A10.12c	ura3	RNA	expression microarray evidence	decreased	during(GO:0034599)	PMID:12529438	4896	2021-11-30
SPAC57A10.12c	ura3	RNA	expression microarray evidence	decreased	during(GO:0034605)	PMID:12529438	4896	2021-11-30
SPAC57A10.12c	ura3	RNA	expression microarray evidence	decreased	during(GO:0071470)	PMID:12529438	4896	2021-11-30
SPAC57A10.12c	ura3	RNA	expression microarray evidence	decreased	in presence of(CHEBI:50292)	PMID:12529438	4896	2021-11-30
SPAC57A10.12c	ura3	RNA	expression microarray evidence	decreased	in presence of(CHEBI:25255)	PMID:12529438	4896	2021-11-30
SPAC57A10.12c	ura3	RNA	RNA-sequencing evidence	decreased	during(GO:0044838)	PMID:27984744	4896	2021-07-14
SPAC57A10.12c	ura3	RNA	RNA-sequencing evidence	decreased	during(GO:0071276)	PMID:33313903	4896	2021-01-11
SPAC57A7.04c	pabp	protein	high throughput evidence used in manual assertion	decreased	during(GO:0007127)	PMID:39367033	4896	2024-11-01
SPAC57A7.04c	pabp	protein	high throughput evidence used in manual assertion	decreased	during(GO:0006995)	PMID:39705284	4896	2025-04-04
SPAC57A7.04c	pabp	ribosomal density	ribosome profiling evidence	decreased	during(GO:0071276)	PMID:33313903	4896	2021-01-11
SPAC57A7.04c	pabp	ribosomal density	ribosome profiling evidence	decreased	during(GO:0009408)	PMID:33313903	4896	2021-01-11
SPAC57A7.04c	pabp	RNA	RNA-sequencing evidence	decreased	during(GO:0044838)	PMID:27984744	4896	2021-07-14
SPAC57A7.04c	pabp	RNA	RNA-sequencing evidence	decreased	in presence of(CHEBI:9168)	PMID:38269097	4896	2024-03-27
SPAC57A7.05		protein	high throughput evidence used in manual assertion	decreased	during(GO:0007127)	PMID:39367033	4896	2024-11-01
SPAC57A7.05		protein	mass spectrometry evidence	increased	in presence of(CHEBI:15361),in absence of(CHEBI:17234)	PMID:31626996	4896	2021-01-31
SPAC57A7.05		RNA	expression microarray evidence	increased	during(GO:0034599)	PMID:12529438	4896	2021-11-30
SPAC57A7.05		RNA	expression microarray evidence	increased	during(GO:0034605)	PMID:12529438	4896	2021-11-30
SPAC57A7.05		RNA	expression microarray evidence	increased	during(GO:0071470)	PMID:12529438	4896	2021-11-30
SPAC57A7.05		RNA	expression microarray evidence	increased	in presence of(CHEBI:50292)	PMID:12529438	4896	2021-11-30
SPAC57A7.05		RNA	expression microarray evidence	increased	in presence of(CHEBI:25255)	PMID:12529438	4896	2021-11-30
SPAC57A7.05		RNA	RNA-sequencing evidence	increased	during(GO:0044838)	PMID:27984744	4896	2021-07-14
SPAC57A7.05		RNA	expression microarray evidence	increased	during(GO:1903832)	PMID:29432178	4896	2018-03-09
SPAC57A7.05		RNA	RNA-sequencing evidence	increased	during(GO:0071276)	PMID:33313903	4896	2021-01-11
SPAC57A7.05		RNA	RNA-sequencing evidence	increased	during(GO:0042542)	PMID:33313903	4896	2021-01-11
SPAC57A7.05		RNA	RNA-sequencing evidence	increased	during(GO:0009408)	PMID:33313903	4896	2021-01-11
SPAC57A7.05		RNA	RNA-sequencing evidence	increased	during(GO:0006970)	PMID:33313903	4896	2021-01-11
SPAC57A7.05		RNA	RNA-sequencing evidence	increased	in presence of(CHEBI:40036)	PMID:36478272	4896	2025-05-21
SPAC57A7.06	utp14	protein	high throughput evidence used in manual assertion	decreased	during(GO:0007127)	PMID:39367033	4896	2024-11-01
SPAC57A7.06	utp14	RNA	RNA-sequencing evidence	decreased	during(GO:0071276)	PMID:33313903	4896	2021-01-11
SPAC57A7.06	utp14	RNA	RNA-sequencing evidence	decreased	during(GO:0009408)	PMID:33313903	4896	2021-01-11
SPAC57A7.07c		RNA	expression microarray evidence	increased	during(GO:0071456)	PMID:16537923	4896	2020-12-07
SPAC57A7.08	pzh1	protein	high throughput evidence used in manual assertion	increased	during(GO:0007127)	PMID:39367033	4896	2024-11-01
SPAC57A7.08	pzh1	RNA	expression microarray evidence	increased	during(GO:0071456)	PMID:16537923	4896	2020-12-07
SPAC57A7.08	pzh1	RNA	expression microarray evidence	increased	during(GO:1903832)	PMID:29432178	4896	2018-03-09
SPAC57A7.08	pzh1	RNA	RNA-sequencing evidence	increased	during(GO:0009408)	PMID:33313903	4896	2021-01-11
SPAC57A7.09	rnf13	RNA	RNA-sequencing evidence	increased	during(GO:0044838)	PMID:27984744	4896	2021-07-14
SPAC57A7.09	rnf13	RNA	RNA-sequencing evidence	increased	during(GO:0071276)	PMID:33313903	4896	2021-01-11
SPAC57A7.09	rnf13	RNA	expression microarray evidence	increased	during(GO:0035874)	PMID:21828039	4896	2024-07-01
SPAC57A7.11	mip1	protein	high throughput evidence used in manual assertion	increased	during(GO:0007127)	PMID:39367033	4896	2024-11-01
SPAC57A7.11	mip1	RNA	expression microarray evidence	increased	during(GO:0071470)	PMID:12529438	4896	2021-11-30
SPAC57A7.12	ssz1	protein	high throughput evidence used in manual assertion	decreased	during(GO:0007127)	PMID:39367033	4896	2024-11-01
SPAC57A7.12	ssz1	protein	high throughput evidence used in manual assertion	decreased	during(GO:0006995)	PMID:39705284	4896	2025-04-04
SPAC57A7.12	ssz1	ribosomal density	ribosome profiling evidence	decreased	during(GO:0071276)	PMID:33313903	4896	2021-01-11
SPAC57A7.12	ssz1	ribosomal density	ribosome profiling evidence	decreased	during(GO:0042542)	PMID:33313903	4896	2021-01-11
SPAC57A7.12	ssz1	ribosomal density	ribosome profiling evidence	decreased	during(GO:0009408)	PMID:33313903	4896	2021-01-11
SPAC57A7.12	ssz1	ribosomal density	ribosome profiling evidence	decreased	in presence of(CHEBI:40036)	PMID:36478272	4896	2025-05-21
SPAC57A7.12	ssz1	RNA	RNA-sequencing evidence	decreased	during(GO:0044838)	PMID:27984744	4896	2021-07-14
SPAC57A7.13	rbm10	protein	mass spectrometry evidence	increased	in presence of(CHEBI:15361),in absence of(CHEBI:17234)	PMID:31626996	4896	2021-01-31
SPAC589.02c	med13	RNA	expression microarray evidence	increased	during(GO:0071456)	PMID:16537923	4896	2020-12-07
SPAC589.02c	med13	RNA	expression microarray evidence	increased	in presence of(CHEBI:17634)	PMID:34460892	4896	2021-09-20
SPAC589.02c	med13	RNA	expression microarray evidence	increased	during(GO:0035874)	PMID:21828039	4896	2024-07-01
SPAC589.06c	snd302	protein	high throughput evidence used in manual assertion	decreased	during(GO:0006995)	PMID:39705284	4896	2025-04-04
SPAC589.06c	snd302	RNA	RNA-sequencing evidence	decreased	in presence of(CHEBI:9168)	PMID:38269097	4896	2024-03-27
SPAC589.06c	snd302	RNA	expression microarray evidence	increased	during(GO:0071456)	PMID:16537923	4896	2020-12-07
SPAC589.07c	atg1801	protein	high throughput evidence used in manual assertion	increased	during(GO:0007127)	PMID:39367033	4896	2024-11-01
SPAC589.07c	atg1801	RNA	expression microarray evidence	increased	during(GO:0071456)	PMID:16537923	4896	2020-12-07
SPAC589.07c	atg1801	RNA	expression microarray evidence	increased	during(GO:1903832)	PMID:29432178	4896	2018-03-09
SPAC589.07c	atg1801	RNA	RNA-sequencing evidence	increased	during(GO:0071276)	PMID:33313903	4896	2021-01-11
SPAC589.07c	atg1801	RNA	RNA-sequencing evidence	increased	during(GO:0009408)	PMID:33313903	4896	2021-01-11
SPAC589.08c	dam1	RNA	expression microarray evidence	increased	during(GO:0071456)	PMID:16537923	4896	2020-12-07
SPAC589.08c	dam1	RNA	expression microarray evidence	increased	during(GO:0071456)	PMID:22235339	4896	2015-09-16
SPAC589.08c	dam1	RNA	expression microarray evidence	increased	during(GO:1903832)	PMID:29432178	4896	2018-03-09
SPAC589.09	csr101	RNA	expression microarray evidence	increased	during(GO:0071456)	PMID:16537923	4896	2020-12-07
SPAC589.10c	ubi5	protein	high throughput evidence used in manual assertion	decreased	during(GO:0006995)	PMID:39705284	4896	2025-04-04
SPAC589.10c	ubi5	RNA	RNA-sequencing evidence	decreased	during(GO:0044838)	PMID:27984744	4896	2021-07-14
SPAC589.10c	ubi5	RNA	RNA-sequencing evidence	decreased	in presence of(CHEBI:40036)	PMID:36478272	4896	2025-05-21
SPAC589.10c	ubi5	RNA	RNA-sequencing evidence	decreased	in presence of(CHEBI:9168)	PMID:38269097	4896	2024-03-27
SPAC589.12	cwh43	protein	high throughput evidence used in manual assertion	increased	during(GO:0007127)	PMID:39367033	4896	2024-11-01
SPAC589.12	cwh43	protein	high throughput evidence used in manual assertion	increased	during(GO:0007135)	PMID:39367033	4896	2024-11-01
SPAC589.12	cwh43	RNA	expression microarray evidence	increased	during(GO:0071456)	PMID:16537923	4896	2020-12-07
SPAC5D6.01	rps2202	protein	high throughput evidence used in manual assertion	decreased	during(GO:0007127)	PMID:39367033	4896	2024-11-01
SPAC5D6.01	rps2202	protein	high throughput evidence used in manual assertion	decreased	during(GO:0006995)	PMID:39705284	4896	2025-04-04
SPAC5D6.01	rps2202	RNA	expression microarray evidence	decreased	during(GO:0071456)	PMID:16537923	4896	2020-12-07
SPAC5D6.01	rps2202	RNA	RNA-sequencing evidence	decreased	during(GO:0071276)	PMID:33313903	4896	2021-01-11
SPAC5D6.01	rps2202	RNA	RNA-sequencing evidence	decreased	in presence of(CHEBI:40036)	PMID:36478272	4896	2025-05-21
SPAC5D6.02c	mug165	RNA	experimental evidence	increased	during(GO:0051321)	PMID:16303567	4896	2010-01-03
SPAC5D6.04		protein	high throughput evidence used in manual assertion	increased	during(GO:0007127)	PMID:39367033	4896	2024-11-01
SPAC5D6.04		RNA	RNA-sequencing evidence	increased	during(GO:0044838)	PMID:27984744	4896	2021-07-14
SPAC5D6.04		RNA	RNA-sequencing evidence	increased	during(GO:0009408)	PMID:33313903	4896	2021-01-11
SPAC5D6.05	med18	RNA	northern assay evidence used in manual assertion	increased	during(GO:0000917)	PMID:10491317	4896	2014-07-01
SPAC5D6.05	med18	RNA	northern assay evidence used in manual assertion	present	during(GO:0000278)	PMID:10491317	4896	2014-07-01
SPAC5D6.06c	alg14	protein	high throughput evidence used in manual assertion	increased	during(GO:0007127)	PMID:39367033	4896	2024-11-01
SPAC5D6.07c	pxa1	protein	high throughput evidence used in manual assertion	increased	during(GO:0007127)	PMID:39367033	4896	2024-11-01
SPAC5D6.07c	pxa1	RNA	expression microarray evidence	increased	during(GO:1903832)	PMID:29432178	4896	2018-03-09
SPAC5D6.07c	pxa1	RNA	RNA-sequencing evidence	increased	during(GO:0071276)	PMID:33313903	4896	2021-01-11
SPAC5D6.07c	pxa1	RNA	RNA-sequencing evidence	increased	during(GO:0042542)	PMID:33313903	4896	2021-01-11
SPAC5D6.07c	pxa1	RNA	RNA-sequencing evidence	increased	during(GO:0009408)	PMID:33313903	4896	2021-01-11
SPAC5D6.07c	pxa1	RNA	RNA-sequencing evidence	increased	during(GO:0006974)	PMID:33313903	4896	2021-01-11
SPAC5D6.08c	mes1	RNA	northern assay evidence used in manual assertion	absent	during(GO:0072690)	PMID:8082199	4896	2014-08-08
SPAC5D6.08c	mes1	RNA	northern assay evidence used in manual assertion	increased	during(GO:0006995)	PMID:8082199	4896	2014-08-08
SPAC5D6.09c	mug86	protein	mass spectrometry evidence	increased	in presence of(CHEBI:15361),in absence of(CHEBI:17234)	PMID:31626996	4896	2021-01-31
SPAC5D6.09c	mug86	protein	high throughput evidence used in manual assertion	increased	during(GO:0007127)	PMID:39367033	4896	2024-11-01
SPAC5D6.09c	mug86	protein	high throughput evidence used in manual assertion	increased	during(GO:0007135)	PMID:39367033	4896	2024-11-01
SPAC5D6.09c	mug86	protein	high throughput evidence used in manual assertion	increased	during(GO:0006995)	PMID:39705284	4896	2025-04-04
SPAC5D6.09c	mug86	protein	high throughput evidence used in manual assertion	increased	during(GO:0000747)	PMID:39705284	4896	2025-04-04
SPAC5D6.09c	mug86	RNA	experimental evidence	increased	during(GO:0051321)	PMID:16303567	4896	2010-01-03
SPAC5D6.10c	mug116	RNA	experimental evidence	increased	during(GO:0051321)	PMID:16303567	4896	2010-01-03
SPAC5D6.12	mtf2	RNA	RNA-sequencing evidence	decreased	during(GO:0044838)	PMID:27984744	4896	2021-07-14
SPAC5D6.12	mtf2	RNA	RNA-sequencing evidence	decreased	in presence of(CHEBI:40036)	PMID:36478272	4896	2025-05-21
SPAC5H10.01	dgc1	protein	mass spectrometry evidence	decreased	in presence of(CHEBI:15361),in absence of(CHEBI:17234)	PMID:31626996	4896	2021-01-31
SPAC5H10.01	dgc1	protein	high throughput evidence used in manual assertion	decreased	during(GO:0006995)	PMID:39705284	4896	2025-04-04
SPAC5H10.01	dgc1	protein	high throughput evidence used in manual assertion	decreased	during(GO:0000747)	PMID:39705284	4896	2025-04-04
SPAC5H10.01	dgc1	protein	high throughput evidence used in manual assertion	increased	during(GO:0007127)	PMID:39367033	4896	2024-11-01
SPAC5H10.01	dgc1	RNA	expression microarray evidence	increased	in presence of(CHEBI:29016)	PMID:32896087	4896	2020-12-09
SPAC5H10.01	dgc1	RNA	RNA-sequencing evidence	increased	during(GO:0044838)	PMID:27984744	4896	2021-07-14
SPAC5H10.02c	hsp3102	protein	western blot evidence used in manual assertion	increased	during(GO:0036227)	PMID:26624998	4896	2015-01-28
SPAC5H10.02c	hsp3102	protein	mass spectrometry evidence	increased	in presence of(CHEBI:15361),in absence of(CHEBI:17234)	PMID:31626996	4896	2021-01-31
SPAC5H10.02c	hsp3102	protein	high throughput evidence used in manual assertion	increased	during(GO:0007135)	PMID:39367033	4896	2024-11-01
SPAC5H10.02c	hsp3102	RNA	expression microarray evidence	decreased	during(GO:0071456)	PMID:16537923	4896	2020-12-07
SPAC5H10.02c	hsp3102	RNA	quantitative PCR	increased	during(GO:0036227)	PMID:26624998	4896	2015-01-28
SPAC5H10.02c	hsp3102	RNA	expression microarray evidence	increased	during(GO:0034599)	PMID:12529438	4896	2021-11-30
SPAC5H10.02c	hsp3102	RNA	expression microarray evidence	increased	during(GO:0034605)	PMID:12529438	4896	2021-11-30
SPAC5H10.02c	hsp3102	RNA	expression microarray evidence	increased	during(GO:0071470)	PMID:12529438	4896	2021-11-30
SPAC5H10.02c	hsp3102	RNA	expression microarray evidence	increased	in presence of(CHEBI:50292)	PMID:12529438	4896	2021-11-30
SPAC5H10.02c	hsp3102	RNA	expression microarray evidence	increased	in presence of(CHEBI:25255)	PMID:12529438	4896	2021-11-30
SPAC5H10.02c	hsp3102	RNA	expression microarray evidence	increased	during(GO:1903832)	PMID:29432178	4896	2018-03-09
SPAC5H10.02c	hsp3102	RNA	RNA-sequencing evidence	increased	during(GO:0071276)	PMID:33313903	4896	2021-01-11
SPAC5H10.02c	hsp3102	RNA	expression microarray evidence	increased	during(GO:0035874)	PMID:21828039	4896	2024-07-01
SPAC5H10.03		protein	mass spectrometry evidence	decreased	in presence of(CHEBI:15361),in absence of(CHEBI:17234)	PMID:31626996	4896	2021-01-31
SPAC5H10.03		protein	high throughput evidence used in manual assertion	decreased	during(GO:0007127)	PMID:39367033	4896	2024-11-01
SPAC5H10.04		RNA	RNA-sequencing evidence	increased	during(GO:0044838)	PMID:27984744	4896	2021-07-14
SPAC5H10.04		RNA	RNA-sequencing evidence	increased	during(GO:0006970)	PMID:33313903	4896	2021-01-11
SPAC5H10.05c		protein	high throughput evidence used in manual assertion	decreased	during(GO:0007127)	PMID:39367033	4896	2024-11-01
SPAC5H10.05c		protein	high throughput evidence used in manual assertion	decreased	during(GO:0006995)	PMID:39705284	4896	2025-04-04
SPAC5H10.06c	adh4	protein	mass spectrometry evidence	decreased	in presence of(CHEBI:15361),in absence of(CHEBI:17234)	PMID:31626996	4896	2021-01-31
SPAC5H10.06c	adh4	protein	high throughput evidence used in manual assertion	decreased	during(GO:0007127)	PMID:39367033	4896	2024-11-01
SPAC5H10.06c	adh4	RNA	northern assay evidence used in manual assertion	decreased	during(GO:0071294)	PMID:24003116	4896	2014-01-03
SPAC5H10.06c	adh4	RNA	expression microarray evidence	decreased	during(GO:0071456)	PMID:16537923	4896	2020-12-07
SPAC5H10.06c	adh4	RNA	transcript expression level evidence	increased	during(GO:0071280)	PMID:18203864	4896	2015-07-14
SPAC5H10.06c	adh4	RNA	transcript expression level evidence	increased	during(GO:0034224)	PMID:18203864	4896	2015-07-14
SPAC5H10.06c	adh4	RNA	transcript expression level evidence	increased	during(GO:0071276)	PMID:18203864	4896	2015-07-14
SPAC5H10.06c	adh4	RNA	expression microarray evidence	increased	in presence of(CHEBI:50292)	PMID:12529438	4896	2021-11-30
SPAC5H10.06c	adh4	RNA	expression microarray evidence	increased	during(GO:1903832)	PMID:29432178	4896	2018-03-09
SPAC5H10.06c	adh4	RNA	RNA-sequencing evidence	increased	during(GO:0071276)	PMID:33313903	4896	2021-01-11
SPAC5H10.07		RNA	RNA-sequencing evidence	increased	during(GO:0071276)	PMID:33313903	4896	2021-01-11
SPAC5H10.08c	pan6	protein	high throughput evidence used in manual assertion	decreased	during(GO:0007127)	PMID:39367033	4896	2024-11-01
SPAC5H10.08c	pan6	RNA	RNA-sequencing evidence	decreased	during(GO:0044838)	PMID:27984744	4896	2021-07-14
SPAC5H10.08c	pan6	RNA	expression microarray evidence	increased	during(GO:0071456)	PMID:16537923	4896	2020-12-07
SPAC5H10.09c	ecm31	RNA	RNA-sequencing evidence	decreased	during(GO:0044838)	PMID:27984744	4896	2021-07-14
SPAC5H10.10		protein	mass spectrometry evidence	decreased	in presence of(CHEBI:15361),in absence of(CHEBI:17234)	PMID:31626996	4896	2021-01-31
SPAC5H10.10		protein	high throughput evidence used in manual assertion	decreased	during(GO:0007127)	PMID:39367033	4896	2024-11-01
SPAC5H10.10		RNA	expression microarray evidence	decreased	during(GO:0071456)	PMID:16537923	4896	2020-12-07
SPAC5H10.10		RNA	RNA-sequencing evidence	decreased	during(GO:0044838)	PMID:27984744	4896	2021-07-14
SPAC5H10.10		RNA	expression microarray evidence	increased	during(GO:1903832)	PMID:29432178	4896	2018-03-09
SPAC5H10.10		RNA	RNA-sequencing evidence	increased	in presence of(CHEBI:40036)	PMID:36478272	4896	2025-05-21
SPAC5H10.11	gmh1	protein	high throughput evidence used in manual assertion	increased	during(GO:0007135)	PMID:39367033	4896	2024-11-01
SPAC5H10.11	gmh1	RNA	expression microarray evidence	increased	during(GO:1903832)	PMID:29432178	4896	2018-03-09
SPAC5H10.11	gmh1	RNA	RNA-sequencing evidence	increased	during(GO:0071276)	PMID:33313903	4896	2021-01-11
SPAC5H10.12c	otg1	protein	high throughput evidence used in manual assertion	decreased	during(GO:0007135)	PMID:39367033	4896	2024-11-01
SPAC5H10.12c	otg1	RNA	expression microarray evidence	decreased	during(GO:0071456)	PMID:16537923	4896	2020-12-07
SPAC5H10.13c	gmh2	protein	high throughput evidence used in manual assertion	decreased	during(GO:0007127)	PMID:39367033	4896	2024-11-01
SPAC5H10.13c	gmh2	protein	high throughput evidence used in manual assertion	decreased	during(GO:0007135)	PMID:39367033	4896	2024-11-01
SPAC5H10.13c	gmh2	protein	high throughput evidence used in manual assertion	increased	during(GO:0031142)	PMID:39705284	4896	2025-04-04
