Systematic ID	Name	FYPOviability	DeletionLibrary_essentiality	YES0	YES1	YES2	YES3	YES4	YES5	YES6
SPAC4C5.04	rad31	viable	V	0.001	0.101	0.758	2.009	3.1	3.86	4.204
SPAC4D7.01c	sec71	viable	V	0.0	0.0	0.018	0.168	0.268	0.3	0.306
SPAC4D7.02c	pgc1	viable	V	0.0	0.008	0.115	0.215	0.246	0.254	0.255
SPAC4D7.03	pop2	viable	V	0.021	0.126	0.222	0.279	0.304	0.316	0.32
SPAC4D7.04c	rer2	inviable	E	0.019	1.029	2.757	3.782	4.152	4.283	4.318
SPAC4D7.05	sum1	inviable	E	0.212	1.949	2.865	3.132	3.192	3.206	3.209
SPAC4D7.06c	met8	viable	V	0.026	0.242	0.355	0.388	0.396	0.397	0.398
SPAC4D7.07c	csi2	viable	V	0.064	0.585	0.86	0.94	0.958	0.962	0.963
SPAC4D7.08c	ade4	viable	Not_determined	0.006	0.217	0.513	0.673	0.728	0.747	0.752
SPAC4D7.09	tif223	inviable	E	0.046	1.384	3.041	3.852	4.111	4.196	4.217
SPAC4D7.10c	spt20	viable	V	0.0	0.0	0.057	0.398	0.768	0.989	1.065
SPAC4D7.11	dsc4	viable	V	0.0	0.075	0.218	0.279	0.294	0.298	0.298
SPAC4D7.12c	fet5	inviable	E	0.024	1.788	3.764	4.473	4.639	4.68	4.688
SPAC4D7.13	prp40	inviable	E	0.0	0.003	0.633	2.863	4.253	4.785	4.915
SPAC4D7.15	gem6	unknown	Not_determined	0.0	0.021	1.499	4.021	4.957	5.212	5.261
SPAC4F10.02	ape4	viable	V	0.01	0.062	0.106	0.13	0.14	0.144	0.145
SPAC4F10.03c	trm7	inviable	E	0.327	1.649	3.005	3.972	4.477	4.746	4.851
SPAC4F10.04	ypa1	viable	V	0.001	0.027	0.16	0.462	0.836	1.217	1.461
SPAC4F10.05c	lip2	viable	V	0.0	0.0	0.001	0.296	1.931	3.75	4.495
SPAC4F10.06	bud22	viable	V	0.142	1.484	2.98	3.882	4.257	4.415	4.464
SPAC4F10.07c	atg13	viable	V	0.011	0.056	0.103	0.136	0.153	0.162	0.166
SPAC4F10.08	mug126	viable	V	0.033	0.308	0.452	0.494	0.504	0.506	0.506
SPAC4F10.09c	noc1	inviable	E	0.15	2.225	3.984	4.698	4.903	4.965	4.979
SPAC4F10.10c	mnn9	condition-dependent	E	0.149	1.973	3.089	3.427	3.504	3.522	3.526
SPAC4F10.11	spn1	viable	V	0.045	0.176	0.326	0.46	0.548	0.608	0.637
SPAC4F10.12	fta1	inviable	E	0.0	0.129	1.144	2.484	3.202	3.518	3.614
SPAC4F10.13c	mpd2	viable	V	0.041	0.201	0.449	0.739	0.983	1.182	1.296
SPAC4F10.14c	btf3	viable	V	0.226	0.632	1.121	1.656	2.116	2.521	2.777
SPAC4F10.15c	wsp1	condition-dependent	V	0.094	0.266	0.481	0.728	0.95	1.155	1.29
SPAC4F10.16c	SPAC4F10.16c	viable	V	-0.01	-0.002	-0.0	-0.0	-0.0	-0.0	-0.0
SPAC4F10.17	SPAC4F10.17	viable	V	-0.034	-0.313	-0.461	-0.504	-0.513	-0.516	-0.516
SPAC4F10.18	nup37	viable	V	0.032	0.163	0.297	0.39	0.437	0.462	0.472
SPAC4F10.19c	hit1	viable	V	0.0	0.0	0.096	0.911	1.557	1.798	1.852
SPAC4F10.20	grx1	viable	V	-0.034	-0.008	-0.001	-0.0	-0.0	-0.0	-0.0
SPAC4F8.01	did4	viable	V	0.0	0.004	0.272	0.733	0.904	0.951	0.96
SPAC4F8.02c	mrpl40	inviable	E	0.0	0.349	1.844	3.148	3.686	3.885	3.938
SPAC4F8.03	sdo1	viable	V	0.008	0.702	2.467	3.891	4.529	4.797	4.877
SPAC4F8.04	rpf1	inviable	E	0.257	2.747	4.143	4.557	4.65	4.673	4.677
SPAC4F8.05c	mrpl28	inviable	E	0.0	0.018	1.188	3.134	3.849	4.044	4.081
SPAC4F8.06	mrps12	inviable	E	0.0	0.052	1.55	3.411	4.031	4.197	4.228
SPAC4F8.07c	hxk2	condition-dependent	E	0.047	1.459	2.865	3.415	3.56	3.601	3.609
SPAC4F8.08	mug114	viable	V	0.0	0.002	0.171	0.576	0.774	0.839	0.854
SPAC4F8.10c	stg1	viable	V	0.014	0.13	0.192	0.209	0.213	0.214	0.215
SPAC4F8.11	sea2	viable	V	-0.002	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0
SPAC4F8.12c	spp42	inviable	E	0.12	2.235	3.711	4.174	4.279	4.305	4.31
SPAC4F8.13c	rng2	inviable	E	0.0	0.401	2.295	3.669	4.119	4.254	4.284
SPAC4F8.14c	hcs1	inviable	E	0.015	1.387	3.051	3.663	3.807	3.843	3.849
SPAC4F8.15	itr1	viable	V	0.018	0.162	0.237	0.26	0.265	0.266	0.266
SPAC4G8.02c	sss1	inviable	E	0.08	1.425	2.915	3.669	3.927	4.017	4.04
SPAC4G8.03c	puf5	viable	V	0.061	0.511	0.791	0.89	0.917	0.925	0.926
SPAC4G8.04	SPAC4G8.04	viable	V	-0.011	-0.097	-0.143	-0.157	-0.16	-0.16	-0.16
SPAC4G8.05	ppk14	viable	V	-0.021	-0.165	-0.263	-0.3	-0.311	-0.315	-0.315
SPAC4G8.06c	trm12	viable	V	0.037	0.233	0.402	0.495	0.532	0.547	0.552
SPAC4G8.07c	trm2	viable	V	0.065	0.17	0.297	0.439	0.566	0.683	0.76
SPAC4G8.08	mrs4	viable	V	0.011	0.056	0.137	0.248	0.355	0.456	0.521
SPAC4G8.09	SPAC4G8.09	inviable	E	0.0	0.221	1.618	2.974	3.527	3.724	3.773
SPAC4G8.10	gos1	viable	V	0.05	1.477	3.161	3.951	4.196	4.273	4.291
SPAC4G8.11c	atp10	viable	V	0.054	0.194	0.397	0.645	0.876	1.091	1.231
SPAC4G8.12c	smp3	inviable	E	0.002	0.993	2.854	3.644	3.838	3.886	3.895
SPAC4G8.13c	prz1	viable	V	-0.002	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0
SPAC4G9.02	rnh201	viable	V	-0.055	-0.506	-0.744	-0.813	-0.828	-0.832	-0.833
SPAC4G9.04c	pcf11	inviable	E	0.052	1.721	3.155	3.631	3.741	3.768	3.773
SPAC4G9.05	mpf1	viable	V	0.063	0.351	0.628	0.806	0.89	0.93	0.944
SPAC4G9.07	mug133	viable	V	0.012	0.11	0.163	0.179	0.183	0.184	0.184
SPAC4G9.08c	rpc2	inviable	E	0.055	1.856	3.422	3.943	4.063	4.092	4.098
SPAC4G9.09c	arg11	viable	V	0.08	0.35	0.655	0.911	1.069	1.167	1.212
SPAC4G9.10	arg3	viable	V	0.0	0.0	0.007	0.071	0.219	0.409	0.535
SPAC4G9.11c	cmb1	viable	V	-0.042	-0.009	-0.001	-0.0	-0.0	-0.0	-0.0
SPAC4G9.12	idn1	viable	V	0.021	0.195	0.286	0.313	0.319	0.32	0.321
SPAC4G9.13c	vps26	viable	V	0.056	0.148	0.258	0.382	0.492	0.594	0.661
SPAC4G9.14	sym1	viable	V	0.001	0.125	0.281	0.339	0.352	0.356	0.356
SPAC4G9.15	ifa38	viable	V	0.001	1.06	3.432	4.506	4.773	4.84	4.852
SPAC4G9.16c	rpl901	viable	V	0.313	1.049	1.922	2.79	3.448	3.953	4.231
SPAC4G9.17c	mrp5	inviable	E	0.0	0.078	1.424	3.176	3.891	4.124	4.177
SPAC4G9.19	SPAC4G9.19	viable	V	-0.001	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0
SPAC4G9.20c	ymc1	viable	V	0.048	0.154	0.279	0.409	0.51	0.592	0.639
SPAC4G9.22	SPAC4G9.22	unknown	Not_determined	0.029	0.265	0.389	0.425	0.433	0.435	0.436
SPAC4H3.01	SPAC4H3.01	viable	V	-0.0	-0.158	-0.483	-0.625	-0.66	-0.669	-0.671
SPAC4H3.03c	SPAC4H3.03c	viable	V	-0.0	-0.091	-0.335	-0.453	-0.483	-0.491	-0.492
SPAC4H3.04c	SPAC4H3.04c	viable	V	-0.025	-0.151	-0.265	-0.331	-0.36	-0.372	-0.376
SPAC4H3.05	srs2	viable	V	0.027	0.116	0.256	0.437	0.608	0.769	0.873
SPAC4H3.06	rss1	viable	V	0.016	0.148	0.217	0.237	0.242	0.243	0.243
SPAC4H3.07c	rdl2	viable	V	0.002	0.064	0.118	0.135	0.139	0.14	0.141
SPAC4H3.08	fox2	inviable	E	0.096	0.881	1.295	1.415	1.442	1.449	1.45
SPAC4H3.09	SPAC4H3.09	inviable	E	0.0	0.291	1.742	2.638	2.88	2.942	2.953
SPAC4H3.11c	ppc89	inviable	E	0.007	1.291	3.154	3.879	4.053	4.096	4.104
SPAC4H3.13	pcc1	viable	V	0.077	1.452	3.322	4.477	4.943	5.131	5.186
SPAC4H3.14c	rng8	viable	V	0.021	0.196	0.288	0.315	0.321	0.323	0.323
SPAC4H3.16	SPAC4H3.16	unknown	Not_determined	-0.02	-0.054	-0.094	-0.139	-0.179	-0.216	-0.24
SPAC513.01c	eft201	viable	V	0.038	0.099	0.173	0.256	0.33	0.398	0.443
SPAC513.02	SPAC513.02	viable	V	-0.035	-0.008	-0.001	-0.0	-0.0	-0.0	-0.0
SPAC513.03	mfm2	viable	V	-0.028	-0.006	-0.001	-0.0	-0.0	-0.0	-0.0
SPAC513.04	SPAC513.04	viable	V	-0.015	-0.003	-0.0	-0.0	-0.0	-0.0	-0.0
SPAC513.05	ams1	viable	V	0.032	0.293	0.43	0.471	0.48	0.482	0.482
SPAC513.06c	dhd1	viable	V	0.012	0.113	0.167	0.182	0.186	0.186	0.187
SPAC513.07	SPAC513.07	viable	V	-0.011	-0.098	-0.144	-0.157	-0.16	-0.161	-0.161
SPAC521.02	wss1	viable	V	-0.02	-0.004	-0.001	-0.0	-0.0	-0.0	-0.0
SPAC521.03	SPAC521.03	viable	V	0.106	0.973	1.43	1.563	1.593	1.6	1.601
SPAC521.04c	sst1	viable	V	0.003	0.306	0.704	0.854	0.89	0.899	0.9
SPAC56E4.02c	alg13	inviable	E	0.094	0.866	1.272	1.391	1.418	1.424	1.425
SPAC56E4.03	SPAC56E4.03	viable	V	0.081	0.318	0.674	1.116	1.525	1.901	2.143
SPAC56E4.04c	cut6	inviable	E	0.039	1.779	3.457	4.032	4.166	4.198	4.204
SPAC56E4.05	snd2	inviable	E	0.0	0.498	2.578	4.278	4.937	5.17	5.229
SPAC56E4.06c	ggt2	viable	V	0.034	0.432	0.67	0.742	0.758	0.762	0.763
SPAC56E4.07	SPAC56E4.07	viable	V	-0.01	-0.096	-0.142	-0.155	-0.158	-0.159	-0.159
SPAC56F8.02	cmr2	viable	V	0.122	1.125	1.654	1.808	1.842	1.851	1.852
SPAC56F8.03	tif52	inviable	E	0.085	1.82	3.192	3.661	3.774	3.804	3.809
SPAC56F8.04c	ppt1	condition-dependent	V	0.0	0.0	0.03	0.308	0.96	1.805	2.368
SPAC56F8.05c	mug64	viable	V	0.048	0.172	0.317	0.455	0.554	0.626	0.663
SPAC56F8.06c	alg10	viable	V	-0.053	-0.139	-0.243	-0.36	-0.464	-0.56	-0.623
SPAC56F8.07	ema19	inviable	Not_determined	0.024	0.219	0.322	0.352	0.358	0.36	0.36
SPAC56F8.08	mud1	viable	V	-0.0	-0.0	-0.07	-0.393	-0.568	-0.62	-0.631
SPAC56F8.09	rrp8	viable	V	0.03	0.157	0.363	0.61	0.824	1.002	1.106
SPAC56F8.10	met9	inviable	E	0.093	1.625	3.184	3.91	4.142	4.219	4.238
SPAC56F8.11	spc3	inviable	E	0.055	1.817	3.331	3.833	3.948	3.977	3.982
SPAC56F8.12	SPAC56F8.12	viable	V	0.092	0.85	1.249	1.365	1.391	1.398	1.399
SPAC56F8.13	SPAC56F8.13	unknown	Not_determined	-0.066	-0.015	-0.002	-0.0	-0.0	-0.0	-0.0
SPAC56F8.14c	mug115	viable	V	0.037	0.262	0.436	0.517	0.545	0.555	0.557
SPAC56F8.15	SPAC56F8.15	unknown	Not_determined	0.029	0.27	0.397	0.434	0.442	0.444	0.445
SPAC56F8.16	esc1	viable	V	-0.02	-0.004	-0.001	-0.0	-0.0	-0.0	-0.0
SPAC57A10.02	cdr2	viable	V	0.002	0.041	0.191	0.493	0.845	1.195	1.421
SPAC57A10.03	cyp1	viable	V	-0.038	-0.354	-0.52	-0.569	-0.58	-0.582	-0.583
SPAC57A10.04	mug10	viable	V	0.035	0.32	0.47	0.514	0.524	0.526	0.527
SPAC57A10.05c	pof1	inviable	E	0.217	1.999	2.938	3.212	3.274	3.288	3.291
SPAC57A10.06	mug15	viable	V	-0.002	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0
SPAC57A10.07	SPAC57A10.07	viable	V	0.031	0.081	0.141	0.209	0.269	0.325	0.362
SPAC57A10.08c	SPAC57A10.08c	viable	V	0.007	0.002	0.0	0.0	0.0	0.0	0.0
SPAC57A10.09c	nhp6	viable	V	0.007	0.294	0.567	0.66	0.682	0.687	0.688
SPAC57A10.10c	sla1	viable	V	0.0	0.018	0.229	0.691	1.078	1.32	1.418
SPAC57A10.11c	mia40	inviable	E	0.008	0.0	0.0	0.0	0.0	0.0	0.0
SPAC57A10.12c	ura3	viable	V	0.0	0.13	0.742	1.111	1.21	1.235	1.24
SPAC57A10.14	sgf11	viable	V	0.0	0.159	0.459	0.586	0.618	0.625	0.627
SPAC57A7.04c	pabp	viable	V	0.147	1.516	3.065	4.018	4.423	4.596	4.651
SPAC57A7.05	SPAC57A7.05	viable	V	0.042	0.148	0.272	0.393	0.481	0.547	0.582
SPAC57A7.06	utp14	inviable	E	0.179	2.069	3.634	4.303	4.508	4.574	4.59
SPAC57A7.07c	SPAC57A7.07c	viable	V	-0.024	-0.005	-0.001	-0.0	-0.0	-0.0	-0.0
SPAC57A7.08	pzh1	viable	V	0.0	0.0	0.0	0.001	0.068	0.402	0.712
SPAC57A7.10c	sec21	inviable	E	0.117	2.028	3.324	3.728	3.819	3.841	3.846
SPAC57A7.11	mip1	inviable	E	0.132	2.3	3.778	4.238	4.342	4.368	4.373
SPAC57A7.12	ssz1	viable	V	0.011	0.475	1.534	2.446	2.902	3.116	3.188
SPAC57A7.13	rbm10	viable	V	0.076	0.794	1.192	1.31	1.336	1.343	1.344
SPAC57A7.15c	pex22	viable	Not_determined	0.0	0.0	0.0	0.019	0.713	1.711	2.01
SPAC589.02c	med13	viable	V	0.0	0.0	0.0	0.0	0.001	0.289	0.99
SPAC589.03c	noc12	viable	V	0.038	0.104	0.183	0.271	0.347	0.416	0.459
SPAC589.04	mtx2	inviable	E	0.001	0.63	2.537	3.822	4.268	4.415	4.45
SPAC589.05c	qng1	viable	V	0.0	0.458	1.596	2.132	2.267	2.301	2.307
SPAC589.06c	snd302	viable	V	0.0	0.024	0.525	1.257	1.578	1.687	1.713
SPAC589.07c	atg1801	viable	V	0.049	0.449	0.66	0.722	0.735	0.739	0.739
SPAC589.08c	dam1	viable	V	-0.002	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0
SPAC589.09	csr101	viable	V	0.017	0.155	0.227	0.248	0.253	0.254	0.255
SPAC589.11	pth4	viable	V	0.037	0.34	0.5	0.546	0.557	0.559	0.56
SPAC589.12	cwh43	viable	V	0.001	0.5	2.123	3.312	3.756	3.911	3.95
SPAC5D6.01	rps2202	viable	V	0.074	0.512	0.86	1.03	1.09	1.113	1.119
SPAC5D6.02c	mug165	viable	V	-0.034	-0.289	-0.443	-0.496	-0.509	-0.513	-0.514
SPAC5D6.04	SPAC5D6.04	viable	V	0.053	0.362	0.612	0.736	0.782	0.799	0.804
SPAC5D6.05	med18	viable	V	0.034	0.269	0.8	1.607	2.429	3.207	3.705
SPAC5D6.06c	alg14	viable	V	0.024	1.555	3.497	4.309	4.527	4.587	4.599
SPAC5D6.07c	pxa1	viable	V	-0.014	-0.003	-0.0	-0.0	-0.0	-0.0	-0.0
SPAC5D6.09c	mug86	viable	V	-0.001	-0.157	-0.392	-0.485	-0.507	-0.512	-0.513
SPAC5D6.12	mtf2	viable	V	0.002	0.037	0.174	0.447	0.765	1.081	1.284
SPAC5D6.13	gpp74	viable	V	0.0	0.0	0.035	0.263	0.478	0.584	0.615
SPAC5H10.01	dgc1	viable	V	0.0	0.0	0.013	0.218	0.396	0.458	0.47
SPAC5H10.02c	hsp3102	viable	V	0.047	0.123	0.214	0.316	0.408	0.492	0.547
SPAC5H10.03	SPAC5H10.03	viable	V	0.055	0.503	0.74	0.809	0.824	0.828	0.829
SPAC5H10.04	SPAC5H10.04	viable	V	-0.015	-0.003	-0.0	-0.0	-0.0	-0.0	-0.0
SPAC5H10.05c	SPAC5H10.05c	viable	V	0.007	0.068	0.1	0.109	0.111	0.112	0.112
SPAC5H10.06c	adh4	viable	V	0.019	0.17	0.254	0.279	0.285	0.286	0.287
SPAC5H10.07	SPAC5H10.07	viable	V	0.006	0.056	0.083	0.091	0.093	0.094	0.094
SPAC5H10.08c	pan6	viable	V	-0.037	-0.338	-0.497	-0.543	-0.553	-0.556	-0.556
SPAC5H10.09c	ecm31	viable	V	-0.057	-0.235	-0.436	-0.608	-0.719	-0.79	-0.823
SPAC5H10.10	SPAC5H10.10	viable	V	-0.027	-0.25	-0.368	-0.402	-0.41	-0.412	-0.412
SPAC5H10.11	gmh1	viable	V	0.012	0.109	0.16	0.175	0.178	0.179	0.179
SPAC5H10.12c	otg1	viable	V	-0.023	-0.005	-0.001	-0.0	-0.0	-0.0	-0.0
SPAC5H10.13c	gmh2	viable	V	0.0	0.006	0.522	1.49	1.861	1.963	1.983
SPAC607.02c	SPAC607.02c	viable	V	0.188	1.241	2.528	3.539	4.099	4.407	4.531
SPAC607.04	arg82	inviable	E	0.075	0.85	2.127	3.283	3.966	4.355	4.513
SPAC607.05	rpn9	inviable	E	0.009	1.011	2.28	2.752	2.864	2.891	2.897
SPAC607.06c	SPAC607.06c	viable	V	0.046	0.198	0.4	0.605	0.757	0.871	0.931
SPAC607.08c	mil1	viable	V	-0.035	-0.109	-0.198	-0.289	-0.362	-0.421	-0.455
SPAC607.09c	btn1	viable	V	-0.022	-0.204	-0.299	-0.327	-0.333	-0.335	-0.335
SPAC607.10	spo3	viable	V	-0.007	-0.001	-0.0	-0.0	-0.0	-0.0	-0.0
SPAC630.03	arp3	inviable	E	0.09	2.37	4.183	4.772	4.907	4.94	4.946
SPAC630.05	gyp7	viable	V	0.071	0.297	0.564	0.805	0.965	1.073	1.125
SPAC630.06c	SPAC630.06c	viable	V	0.035	0.092	0.16	0.236	0.305	0.368	0.409
SPAC630.07c	SPAC630.07c	viable	V	-0.004	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0
SPAC630.08c	erg25	inviable	E	0.045	2.138	4.184	4.888	5.052	5.092	5.1
SPAC630.09c	mug58	viable	V	0.045	0.234	0.425	0.557	0.624	0.659	0.672
SPAC630.10	bmt2	viable	V	0.026	0.214	0.356	0.417	0.436	0.443	0.445
SPAC630.11	vps55	viable	V	0.027	0.251	0.369	0.403	0.411	0.413	0.413
SPAC630.12	ted2	inviable	E	0.006	1.19	2.967	3.666	3.835	3.876	3.884
SPAC630.13c	tsc2	viable	V	0.013	0.134	0.443	0.947	1.481	1.996	2.327
SPAC630.14c	tup12	viable	V	0.001	0.025	0.167	0.517	0.965	1.427	1.724
SPAC630.15	mug177	viable	V	0.015	0.039	0.068	0.101	0.13	0.156	0.174
SPAC631.01c	acp2	viable	V	0.009	0.078	0.115	0.126	0.128	0.129	0.129
SPAC631.02	bdf2	viable	V	0.095	0.911	1.648	2.013	2.143	2.19	2.203
SPAC637.03	SPAC637.03	viable	V	-0.0	-0.001	-0.15	-0.447	-0.567	-0.601	-0.608
SPAC637.04	ypp1	inviable	E	0.005	1.273	3.328	4.157	4.358	4.407	4.416
SPAC637.05c	vma2	inviable	E	0.026	0.581	1.456	2.059	2.323	2.436	2.472
SPAC637.06	gmh5	viable	V	0.001	0.052	0.379	1.146	2.026	2.831	3.292
SPAC637.07	moe1	viable	V	0.025	0.572	1.435	2.03	2.289	2.399	2.434
SPAC637.08	nbp35	inviable	E	0.059	2.147	4.008	4.631	4.775	4.811	4.817
SPAC637.09	rex1	viable	V	0.008	0.193	0.807	1.772	2.64	3.321	3.677
SPAC637.10c	rpn10	viable	V	0.087	0.284	0.552	0.872	1.165	1.436	1.614
SPAC637.11	rpm2	viable	V	0.024	0.19	0.443	0.684	0.839	0.936	0.979
SPAC637.12c	mst1	inviable	E	0.015	0.571	1.84	2.956	3.528	3.801	3.895
SPAC637.13c	slm1	viable	V	0.016	0.133	0.208	0.236	0.243	0.246	0.246
SPAC644.04	pct1	inviable	E	0.0	0.206	1.446	2.931	3.71	4.057	4.163
SPAC644.05c	dut1	inviable	E	0.168	2.518	4.216	4.802	4.948	4.987	4.995
SPAC644.06c	cdr1	viable	V	0.01	0.518	1.024	1.199	1.24	1.25	1.252
SPAC644.07	bcs1	viable	V	0.043	0.172	0.368	0.616	0.849	1.066	1.207
SPAC644.08	utr4	viable	V	0.178	0.04	0.005	0.0	0.0	0.0	0.0
SPAC644.09	SPAC644.09	viable	V	0.011	0.095	0.294	0.604	0.926	1.235	1.434
SPAC644.10	med11	inviable	E	0.136	0.486	0.897	1.289	1.572	1.779	1.888
SPAC644.11c	pkp1	viable	V	0.007	0.355	0.706	0.828	0.856	0.863	0.864
SPAC644.12	cdc5	inviable	E	0.031	1.452	2.823	3.294	3.403	3.43	3.435
SPAC644.13c	SPAC644.13c	viable	V	0.011	0.079	0.131	0.154	0.162	0.165	0.166
SPAC644.15	rpp101	viable	V	0.145	0.458	0.879	1.376	1.83	2.25	2.525
SPAC644.16	rna15	inviable	E	0.0	0.41	2.328	3.987	4.648	4.883	4.943
SPAC644.17c	mrpl9	inviable	E	0.01	0.29	1.238	2.675	3.9	4.809	5.26
SPAC644.18c	bet3	inviable	E	0.0	0.949	3.622	4.939	5.274	5.358	5.374
SPAC652.01	SPAC652.01	viable	V	0.0	0.0	0.0	0.0	0.038	0.334	0.497
SPAC664.01c	swi6	viable	V	0.0	0.0	0.144	0.612	0.831	0.895	0.907
SPAC664.02c	arp8	viable	V	0.008	0.116	0.452	1.06	1.732	2.391	2.815
SPAC664.03	paf1	viable	V	0.015	0.178	0.557	1.066	1.497	1.833	2.011
SPAC664.04c	rps1602	viable	V	0.184	1.107	1.946	2.438	2.649	2.742	2.773
SPAC664.06	rlp7	inviable	E	0.228	1.678	2.983	3.688	3.963	4.075	4.108
SPAC664.07c	rad9	viable	V	0.001	0.027	0.157	0.451	0.813	1.181	1.418
SPAC664.08c	bfr2	inviable	E	0.195	1.571	3.063	4.015	4.442	4.636	4.701
SPAC664.09	ggt1	inviable	E	-0.0	-0.001	-0.13	-0.395	-0.5	-0.53	-0.535
SPAC664.10	klp2	viable	V	0.047	0.433	0.637	0.696	0.709	0.713	0.713
SPAC664.11	ssc1	inviable	E	0.057	1.899	3.488	4.016	4.137	4.167	4.173
SPAC664.14	amt2	viable	V	0.0	0.015	0.206	0.38	0.432	0.446	0.449
SPAC664.15	mdv1	viable	V	-0.037	-0.34	-0.499	-0.546	-0.556	-0.559	-0.559
SPAC683.03	SPAC683.03	viable	V	-0.023	-0.215	-0.316	-0.346	-0.352	-0.354	-0.354
SPAC688.02c	mis14	inviable	E	0.006	0.486	1.838	3.044	3.629	3.89	3.973
SPAC688.04c	gst3	viable	V	0.042	0.11	0.192	0.284	0.365	0.441	0.491
SPAC688.06c	slx4	viable	V	0.001	0.139	0.321	0.39	0.406	0.41	0.411
SPAC688.07c	rng10	viable	V	0.0	0.006	0.206	0.772	1.207	1.432	1.506
SPAC688.08	srb8	viable	Not_determined	-0.009	-0.083	-0.122	-0.133	-0.135	-0.136	-0.136
SPAC688.09	rim2	inviable	E	0.0	0.486	1.736	2.331	2.482	2.519	2.526
SPAC688.10	rev3	viable	V	-0.005	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0
SPAC688.11	end4	condition-dependent	E	0.006	0.608	1.934	2.83	3.175	3.303	3.338
SPAC688.12c	SPAC688.12c	viable	V	0.103	0.95	1.396	1.527	1.556	1.563	1.564
SPAC688.13	scn3	viable	V	0.007	0.0	0.0	0.0	0.0	0.0	0.0
SPAC688.14	set13	viable	V	-0.0	-0.026	-0.272	-0.468	-0.526	-0.54	-0.543
SPAC688.16	SPAC688.16	viable	Not_determined	-0.037	-0.008	-0.001	-0.0	-0.0	-0.0	-0.0
SPAC694.02	SPAC694.02	viable	V	0.108	0.31	0.565	0.857	1.121	1.365	1.525
SPAC694.03	SPAC694.03	viable	V	-0.026	-0.069	-0.121	-0.179	-0.23	-0.278	-0.309
SPAC694.04c	SPAC694.04c	viable	V	0.041	0.253	0.668	1.26	1.849	2.407	2.767
SPAC694.05c	rps2502	viable	V	0.006	0.056	0.178	0.37	0.571	0.765	0.889
SPAC694.06c	mrc1	viable	V	0.072	0.189	0.331	0.489	0.631	0.761	0.847
SPAC6B12.02c	mus7	viable	V	0.036	0.37	1.079	1.985	2.736	3.314	3.62
SPAC6B12.03c	bit2	viable	V	0.019	0.172	0.253	0.276	0.281	0.283	0.283
SPAC6B12.04c	SPAC6B12.04c	viable	V	0.038	0.349	0.513	0.561	0.572	0.575	0.575
SPAC6B12.05c	ies2	viable	V	0.034	0.09	0.158	0.234	0.301	0.363	0.404
SPAC6B12.06c	rrg9	viable	V	-0.012	-0.114	-0.167	-0.183	-0.186	-0.187	-0.187
SPAC6B12.07c	pqr1	viable	V	0.085	0.339	0.627	0.881	1.047	1.157	1.209
SPAC6B12.08	epr1	viable	V	0.051	0.218	0.404	0.558	0.653	0.711	0.737
SPAC6B12.09	trm10	viable	V	-0.018	-0.168	-0.247	-0.27	-0.275	-0.276	-0.277
SPAC6B12.10c	spp1	inviable	E	0.03	1.813	3.704	4.371	4.526	4.565	4.572
SPAC6B12.11	drc1	inviable	E	0.225	2.468	3.74	4.117	4.202	4.223	4.227
SPAC6B12.12	tom70	viable	V	0.0	0.017	0.179	0.71	1.482	2.318	2.857
SPAC6B12.13	SPAC6B12.13	inviable	E	0.056	1.695	3.468	4.228	4.445	4.509	4.524
SPAC6B12.14c	SPAC6B12.14c	viable	V	0.092	0.243	0.427	0.632	0.816	0.986	1.097
SPAC6B12.15	cpc2	viable	V	0.0	0.104	0.945	1.574	1.753	1.799	1.808
SPAC6B12.16	meu26	viable	V	0.0	0.067	0.285	0.399	0.428	0.435	0.437
SPAC6B12.18	gon7	condition-dependent	Not_determined	0.166	0.823	1.837	3.008	3.978	4.766	5.213
SPAC6C3.02c	mix17	viable	V	-0.001	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0
SPAC6C3.04	cit1	viable	V	0.042	0.297	0.745	1.273	1.698	2.026	2.201
SPAC6C3.05	meu43	viable	V	0.051	0.182	0.371	0.603	0.818	1.018	1.149
SPAC6C3.06c	neo1	viable	V	0.045	0.231	0.42	0.554	0.624	0.66	0.674
SPAC6C3.07	mug68	viable	V	0.039	0.422	0.639	0.703	0.718	0.721	0.722
SPAC6C3.08	nas6	viable	V	0.048	0.199	0.369	0.514	0.605	0.664	0.691
SPAC6C3.09	rpp40	inviable	E	0.095	0.875	1.285	1.405	1.432	1.439	1.44
SPAC6F12.02	rst2	viable	V	0.05	0.011	0.002	0.0	0.0	0.0	0.0
SPAC6F12.03c	fsv1	viable	V	0.062	0.573	0.842	0.92	0.938	0.942	0.943
SPAC6F12.04	tvp15	viable	V	0.027	0.247	0.363	0.397	0.404	0.406	0.406
SPAC6F12.05c	tnr3	inviable	E	0.075	1.65	3.408	4.255	4.528	4.618	4.641
SPAC6F12.06	rdi1	viable	V	-0.004	-0.001	-0.0	-0.0	-0.0	-0.0	-0.0
